Time,Track ID,Type,x [m],y [m],Speed [km/h],Tan. Acc. [ms-2],Lat. Acc. [ms-2]
1.601602,44,1,746848.29,3150573.79,14.5165,1.8796,-0.5887
1.601602,39,3,746768.9,3150550.94,34.7574,1.2978,-1.43
1.601602,5,1,746794.02,3150579.0,19.4084,-0.2271,-0.3164
1.601602,47,1,746845.25,3150546.2,15.3965,0.1345,-0.1007
1.601602,12,1,746781.48,3150557.53,23.3379,-0.1608,0.7654
1.601602,28,3,746836.9,3150498.62,24.1083,0.8105,-0.8403
1.601602,46,1,746841.65,3150539.24,17.5811,1.0067,0.1474
1.601602,4,4,746782.77,3150523.73,19.4455,-0.1501,0.5253
1.601602,3,1,746854.81,3150490.47,7.1072,-0.5908,0.0181
1.601602,16,1,746766.69,3150532.36,0.1183,-0.0371,0.0258
1.601602,34,3,746809.79,3150510.32,23.8481,0.0118,1.4908
1.601602,27,3,746804.09,3150579.63,23.671,0.0852,0.0792
1.601602,19,8,746777.52,3150533.12,19.6313,0.1067,0.7117
1.601602,11,1,746742.62,3150584.6,41.9999,1.4183,-0.8617
1.601602,25,3,746869.86,3150505.42,35.1643,-0.9378,-0.3784
1.601602,43,1,746767.94,3150500.81,10.0092,1.8442,-0.3615
1.801803,32,2,746850.07,3150492.02,5.875,-0.1579,-0.104
1.801803,9,1,746801.84,3150575.53,16.4522,-0.7387,-0.2389
1.801803,14,1,746814.35,3150575.84,21.137,-0.1884,0.6376
1.801803,8,1,746770.41,3150588.25,12.9581,0.9102,-0.3501
1.801803,33,1,746819.55,3150502.22,24.3359,0.6527,-0.7212
1.801803,40,3,746832.77,3150519.02,21.7287,-1.173,0.9895
1.801803,19,8,746777.27,3150534.18,19.7141,0.1337,0.703
1.801803,26,4,746831.96,3150505.58,14.3377,-0.4623,-0.0743
1.801803,1,1,746806.63,3150507.38,25.113,0.4653,0.7006
1.801803,13,1,746846.95,3150560.54,15.5566,0.4865,-0.127
1.801803,21,3,746859.63,3150520.94,28.0988,0.5657,-1.0629
1.801803,15,1,746831.81,3150565.41,24.0624,0.3624,1.2411
1.801803,22,1,746773.82,3150523.88,15.4212,-0.4792,-0.1068
1.801803,34,3,746808.47,3150510.38,23.8691,0.0421,1.3487
1.801803,39,3,746768.18,3150552.76,35.7048,1.3404,-1.5827
1.801803,28,3,746835.62,3150499.09,24.6595,0.733,-1.0784
1.801803,10,1,746809.29,3150573.65,15.271,-0.3494,0.5687
1.801803,31,3,746866.22,3150510.12,32.4323,-0.0156,-0.7898
1.801803,12,1,746782.24,3150558.59,23.1722,-0.2841,0.662
1.801803,42,3,746810.61,3150497.85,0.0152,0.0096,0.039
1.801803,5,1,746795.07,3150578.79,19.2306,-0.2674,-0.2708
1.801803,43,1,746768.21,3150501.32,11.4237,2.1213,-0.4308
1.801803,7,1,746769.46,3150532.05,19.5612,0.5481,-0.7407
1.801803,45,3,746811.6,3150579.77,22.8282,-0.5034,0.2397
1.801803,4,4,746782.21,3150524.65,19.3295,-0.1537,0.4593
1.801803,16,1,746766.69,3150532.36,0.0921,-0.013,0.0258
1.801803,25,3,746871.34,3150504.13,34.42,-1.0471,-0.191
1.801803,11,1,746740.97,3150586.26,43.0298,1.3833,-0.7792
1.801803,47,1,746845.54,3150545.42,15.799,0.7182,-0.1328
1.801803,24,3,746873.06,3150504.57,29.7751,-0.5922,-0.2251
1.801803,27,3,746805.38,3150579.4,23.7541,0.1199,0.1547
1.801803,48,1,746843.14,3150542.69,17.0789,0.1698,-0.0759
1.801803,3,1,746854.5,3150490.69,6.7666,-0.3759,-0.0019
1.801803,36,4,746749.3,3150578.82,36.7763,0.5294,-1.0009
1.801803,35,1,746763.41,3150554.34,31.0206,1.0511,-1.189
1.801803,38,3,746861.33,3150514.82,27.1106,0.8591,-0.6767
1.801803,29,3,746791.75,3150509.96,20.9488,0.0044,1.0554
1.801803,2,2,746819.64,3150576.07,20.5959,0.2439,1.1363
1.801803,17,1,746837.95,3150527.56,23.7477,0.1243,1.4162
1.801803,41,3,746833.98,3150517.76,25.1281,-1.4776,1.107
1.801803,23,3,746765.3,3150538.98,0.0149,0.0067,0.039
1.801803,20,8,746847.19,3150498.01,9.7176,0.4209,-0.0304
1.801803,44,1,746848.02,3150572.92,15.5137,0.9133,-0.5869
1.801803,46,1,746841.41,3150538.28,18.3745,1.1716,0.2517
1.801803,6,1,746821.98,3150571.2,20.6282,0.3212,0.9688
1.801803,30,3,746776.16,3150552.47,19.2835,0.1194,0.6559
1.801803,18,1,746779.7,3150583.05,20.1598,1.2988,-0.4017
1.801803,37,2,746843.45,3150532.65,25.4111,-0.5041,1.2857
2.002003,46,1,746841.14,3150537.26,19.218,1.1283,0.366
2.002003,3,1,746854.2,3150490.91,6.5656,-0.202,-0.0365
2.002003,11,1,746739.24,3150587.93,43.8967,0.9502,-0.5224
2.002003,16,1,746766.69,3150532.37,0.0639,-0.0339,0.0227
2.002003,20,8,746846.72,3150498.3,10.0514,0.5412,-0.0724
2.002003,34,3,746807.14,3150510.49,23.9014,0.0525,1.2675
2.002003,18,1,746780.75,3150582.59,21.0637,1.2027,-0.444
2.002003,45,3,746812.81,3150579.49,22.5209,-0.3379,0.3165
2.002003,25,3,746872.77,3150502.9,33.8235,-1.0328,-0.089
2.002003,1,1,746805.26,3150507.7,25.4412,0.4205,0.846
2.002003,27,3,746806.68,3150579.17,23.8271,0.0727,0.2363
2.002003,37,2,746842.97,3150531.33,25.0277,-0.537,1.3896
2.002003,4,4,746781.67,3150525.58,19.2342,-0.0801,0.4135
2.002003,44,1,746847.77,3150572.02,15.8659,0.1007,-0.603
2.002003,8,1,746771.05,3150587.87,13.6695,1.0765,-0.3722
2.002003,6,1,746823.0,3150570.67,20.8355,0.2479,0.8642
2.002003,32,2,746849.81,3150492.22,5.8337,0.0382,-0.1367
2.002003,7,1,746769.32,3150533.14,19.9573,0.5378,-0.7454
2.002003,10,1,746810.14,3150573.68,15.0616,-0.2395,0.5761
2.002003,5,1,746796.11,3150578.6,18.9958,-0.3843,-0.2233
2.002003,28,3,746834.3,3150499.52,25.184,0.7344,-1.3093
2.002003,36,4,746747.97,3150580.39,37.1588,0.5436,-0.9942
2.002003,14,1,746815.46,3150575.45,21.0228,-0.1289,0.6716
2.002003,35,1,746762.54,3150555.86,31.8037,1.095,-1.1397
2.002003,12,1,746783.0,3150559.61,22.9274,-0.4067,0.6253
2.002003,9,1,746802.73,3150575.44,15.8867,-0.8116,-0.2331
2.002003,13,1,746846.92,3150559.67,15.8499,0.3145,-0.0845
2.002003,48,1,746843.32,3150541.78,17.5679,0.8701,-0.106
2.002003,40,3,746831.92,3150518.22,20.8349,-1.3163,0.8775
2.002003,30,3,746776.54,3150553.47,19.3541,0.074,0.7386
2.002003,47,1,746845.84,3150544.63,16.4893,1.2378,-0.1583
2.002003,33,1,746818.19,3150502.16,24.8035,0.6284,-0.677
2.002003,31,3,746867.54,3150508.9,32.3415,-0.2515,-0.6706
2.002003,23,3,746765.3,3150538.98,0.0153,-0.028,0.0348
2.002003,42,3,746810.61,3150497.85,0.0153,-0.0019,0.1086
2.002003,2,2,746820.7,3150575.62,20.7663,0.2258,1.1272
2.002003,22,1,746773.88,3150524.72,15.0721,-0.4892,-0.1005
2.002003,29,3,746790.74,3150510.55,20.9569,0.0398,1.0808
2.002003,38,3,746862.45,3150513.78,27.7025,0.7809,-0.6348
2.002003,49,6,746756.64,3150602.88,27.9696,0.1705,0.1214
2.002003,41,3,746833.02,3150516.81,23.9828,-1.6996,1.0729
2.002003,19,8,746777.04,3150535.25,19.7943,0.1061,0.7248
2.002003,50,3,746856.02,3150486.71,17.2455,0.2227,0.0818
2.002003,39,3,746767.38,3150554.6,36.6843,1.365,-1.6667
2.002003,43,1,746768.51,3150501.91,13.0232,2.2499,-0.4595
2.002003,17,1,746837.34,3150526.4,23.7864,-0.0062,1.4385
2.002003,26,4,746831.18,3150505.69,14.0027,-0.4536,-0.0957
2.002003,24,3,746874.31,3150503.51,29.509,-0.671,-0.1727
2.002003,21,3,746860.59,3150519.69,28.499,0.5084,-0.8821
2.002003,15,1,746832.7,3150564.42,24.1495,-0.2134,1.0671
2.202203,16,1,746766.69,3150532.37,0.0398,-0.0263,0.0465
2.202203,49,6,746757.89,3150601.95,27.6301,-0.5484,0.1902
2.202203,24,3,746875.52,3150502.49,29.1708,-0.6975,-0.1174
2.202203,41,3,746832.06,3150515.94,22.723,-1.788,1.0
2.202203,6,1,746824.02,3150570.09,20.9527,0.0722,0.8044
2.202203,3,1,746853.9,3150491.12,6.4493,-0.1242,-0.0472
2.202203,22,1,746773.94,3150525.55,14.718,-0.4808,-0.1482
2.202203,34,3,746805.82,3150510.65,23.9396,0.0549,1.2029
2.202203,45,3,746814.01,3150579.2,22.3231,-0.2165,0.3872
2.202203,29,3,746789.76,3150511.17,21.0261,0.1436,1.0668
2.202203,14,1,746816.55,3150575.05,20.9599,-0.036,0.6854
2.202203,19,8,746776.84,3150536.34,19.8594,0.0836,0.7694
2.202203,9,1,746803.58,3150575.37,15.3062,-0.7879,-0.2345
2.202203,37,2,746842.45,3150530.06,24.6544,-0.4861,1.432
2.202203,50,3,746855.25,3150487.27,17.0908,-0.2184,0.1251
2.202203,47,1,746846.16,3150543.79,17.6487,1.9122,-0.1835
2.202203,42,3,746810.61,3150497.85,0.015,0.0382,0.042
2.202203,43,1,746768.82,3150502.61,14.6263,2.1269,-0.465
2.202203,48,1,746843.51,3150540.87,18.3917,1.4332,-0.1275
2.202203,40,3,746831.07,3150517.47,19.8538,-1.4006,0.7551
2.202203,20,8,746846.25,3150498.59,10.487,0.7017,-0.1276
2.202203,23,3,746765.3,3150538.98,0.0143,-0.0123,0.1032
2.202203,33,1,746816.79,3150502.07,25.2256,0.5365,-0.5801
2.202203,12,1,746783.77,3150560.62,22.6095,-0.4757,0.6489
2.202203,36,4,746746.6,3150581.95,37.5652,0.5844,-1.0484
2.202203,35,1,746761.61,3150557.4,32.5982,1.0786,-1.0493
2.202203,18,1,746781.87,3150582.11,21.8544,0.9749,-0.4983
2.202203,21,3,746861.6,3150518.44,28.845,0.4269,-0.6947
2.202203,15,1,746833.6,3150563.35,23.6569,-1.2675,0.8648
2.202203,25,3,746874.13,3150501.72,33.281,-1.0416,-0.005
2.202203,46,1,746840.85,3150536.19,19.9532,0.8694,0.4941
2.202203,31,3,746868.88,3150507.7,32.0737,-0.5122,-0.5653
2.202203,10,1,746810.97,3150573.69,14.93,-0.1282,0.5604
2.202203,32,2,746849.55,3150492.41,5.9341,0.23,-0.119
2.202203,39,3,746766.49,3150556.47,37.6796,1.3853,-1.7025
2.202203,44,1,746847.55,3150571.15,15.7443,-0.3971,-0.5999
2.202203,8,1,746771.73,3150587.49,14.47,1.1474,-0.3712
2.202203,2,2,746821.75,3150575.12,20.9142,0.1661,1.0524
2.202203,26,4,746830.43,3150505.8,13.7091,-0.3353,-0.1319
2.202203,13,1,746846.89,3150558.75,15.9399,-0.0817,-0.0562
2.202203,17,1,746836.68,3150525.25,23.7299,-0.1452,1.4639
2.202203,1,1,746803.88,3150508.06,25.7422,0.3907,0.9235
2.202203,30,3,746776.95,3150554.47,19.3688,-0.0324,0.7827
2.202203,5,1,746797.15,3150578.41,18.6589,-0.5631,-0.1716
2.202203,4,4,746781.15,3150526.5,19.2217,0.0569,0.3967
2.202203,27,3,746807.99,3150578.92,23.8328,-0.0643,0.2872
2.202203,11,1,746737.41,3150589.65,44.3117,0.1335,-0.0617
2.202203,28,3,746832.95,3150499.91,25.7624,0.8736,-1.5192
2.202203,38,3,746863.61,3150512.73,28.1833,0.5421,-0.5439
2.202203,7,1,746769.14,3150534.25,20.3213,0.4772,-0.6527
2.402404,17,1,746835.96,3150524.12,23.606,-0.1168,1.5077
2.402404,43,1,746769.17,3150503.42,16.0293,1.6943,-0.4671
2.402404,28,3,746831.55,3150500.24,26.4747,1.1249,-1.6608
2.402404,34,3,746804.51,3150510.86,23.9781,0.071,1.1854
2.402404,42,3,746810.61,3150497.85,0.0156,0.0157,-0.002
2.402404,2,2,746822.79,3150574.58,21.0218,0.1347,0.9429
2.402404,3,1,746853.62,3150491.32,6.3591,-0.1343,-0.0366
2.402404,26,4,746829.69,3150505.91,13.5009,-0.2479,-0.2009
2.402404,6,1,746825.04,3150569.48,20.9224,-0.1543,0.7549
2.402404,10,1,746811.79,3150573.68,14.8513,-0.1083,0.5588
2.402404,45,3,746815.21,3150578.9,22.2111,-0.0975,0.4891
2.402404,19,8,746776.67,3150537.44,19.9034,0.0553,0.8192
2.402404,50,3,746854.47,3150487.84,16.7094,-0.6815,0.174
2.402404,16,1,746766.69,3150532.37,0.0251,-0.0161,0.1111
2.402404,4,4,746780.65,3150527.43,19.3265,0.2,0.3813
2.402404,23,3,746765.3,3150538.98,0.0135,0.0246,0.0751
2.402404,12,1,746784.56,3150561.6,22.2285,-0.5712,0.7038
2.402404,33,1,746815.38,3150501.95,25.5814,0.4379,-0.4713
2.402404,48,1,746843.71,3150539.88,19.7403,2.238,-0.2464
2.402404,40,3,746830.23,3150516.77,18.7993,-1.5401,0.6645
2.402404,29,3,746788.81,3150511.83,21.1885,0.2895,1.0542
2.402404,18,1,746783.03,3150581.64,22.4663,0.7511,-0.5565
2.402404,22,1,746773.98,3150526.35,14.3753,-0.4854,-0.192
2.402404,35,1,746760.63,3150558.95,33.357,1.0191,-0.9973
2.402404,15,1,746834.47,3150562.27,22.2138,-2.7818,0.6753
2.402404,7,1,746768.93,3150535.37,20.641,0.4356,-0.4665
2.402404,38,3,746864.81,3150511.67,28.494,0.3767,-0.4642
2.402404,25,3,746875.5,3150500.54,32.7163,-0.7175,0.0305
2.402404,13,1,746846.86,3150557.84,15.7118,-0.5389,-0.0315
2.402404,46,1,746840.53,3150535.09,20.4642,0.5855,0.6404
2.402404,32,2,746849.29,3150492.59,6.1445,0.3202,-0.0736
2.402404,37,2,746841.89,3150528.82,24.3493,-0.3576,1.4262
2.402404,20,8,746845.75,3150498.89,11.0789,0.9507,-0.1936
2.402404,1,1,746802.5,3150508.46,26.0038,0.3503,1.0258
2.402404,27,3,746809.31,3150578.67,23.7067,-0.311,0.3123
2.402404,49,6,746759.15,3150601.01,26.9153,-1.4541,0.2852
2.402404,36,4,746745.18,3150583.49,38.0454,0.7985,-1.0932
2.402404,31,3,746870.23,3150506.51,31.5693,-0.9405,-0.4594
2.402404,8,1,746772.45,3150587.1,15.3203,1.2078,-0.3776
2.402404,21,3,746862.64,3150517.2,29.1067,0.3182,-0.5166
2.402404,14,1,746817.62,3150574.62,20.9724,0.0971,0.7183
2.402404,47,1,746846.53,3150542.85,19.1461,2.163,-0.1918
2.402404,30,3,746777.39,3150555.47,19.3035,-0.1492,0.84
2.402404,9,1,746804.41,3150575.31,14.7911,-0.6752,-0.1969
2.402404,41,3,746831.12,3150515.13,21.4227,-1.837,0.9045
2.402404,44,1,746847.37,3150570.32,15.3773,-0.5666,-0.5875
2.402404,5,1,746798.18,3150578.23,18.1867,-0.7332,-0.1377
2.402404,39,3,746765.51,3150558.35,38.6784,1.3733,-1.6975
2.402404,11,1,746735.56,3150591.39,43.9982,-1.0448,0.5601
2.602604,50,3,746853.7,3150488.4,16.0862,-1.1422,0.2027
2.602604,3,1,746853.34,3150491.52,6.3121,-0.0099,-0.0325
2.602604,49,6,746760.38,3150600.09,25.3071,-2.7539,0.3638
2.602604,34,3,746803.2,3150511.12,24.031,0.0861,1.1804
2.602604,4,4,746780.15,3150528.37,19.5192,0.3516,0.3765
2.602604,2,2,746823.81,3150574.0,21.1007,0.083,0.831
2.602604,45,3,746816.41,3150578.58,22.1803,0.0186,0.5821
2.602604,19,8,746776.53,3150538.54,19.9339,0.0398,0.9097
2.602604,16,1,746766.69,3150532.37,0.0175,-0.0192,0.0786
2.602604,44,1,746847.22,3150569.51,15.0041,-0.4152,-0.5566
2.602604,10,1,746812.6,3150573.65,14.8105,-0.0051,0.5741
2.602604,42,3,746810.61,3150497.85,0.0159,-0.0471,0.0321
2.602604,11,1,746733.75,3150593.12,42.7983,-2.1614,1.0267
2.602604,6,1,746826.03,3150568.86,20.7296,-0.3614,0.7708
2.602604,27,3,746810.6,3150578.4,23.4057,-0.5011,0.3202
2.602604,1,1,746801.11,3150508.9,26.2342,0.2835,1.118
2.602604,39,3,746764.45,3150560.25,39.6747,1.4008,-1.6682
2.602604,32,2,746849.01,3150492.77,6.4657,0.5645,-0.0262
2.602604,22,1,746774.02,3150527.14,14.0217,-0.4941,-0.2571
2.602604,40,3,746829.43,3150516.13,17.592,-1.7599,0.5571
2.602604,43,1,746769.54,3150504.31,17.0538,1.1745,-0.4225
2.602604,21,3,746863.7,3150515.96,29.2911,0.1879,-0.4404
2.602604,38,3,746866.03,3150510.63,28.7056,0.1956,-0.3938
2.602604,47,1,746846.95,3150541.81,20.684,2.0148,-0.1656
2.602604,17,1,746835.2,3150523.05,23.4733,-0.2493,1.499
2.602604,23,3,746765.3,3150538.98,0.0131,0.0217,0.0702
2.602604,13,1,746846.83,3150556.94,15.1553,-0.9813,-0.043
2.602604,15,1,746835.25,3150561.26,19.6164,-4.2687,0.5244
2.602604,26,4,746828.95,3150506.0,13.336,-0.181,-0.2748
2.602604,46,1,746840.18,3150533.98,20.7997,0.3698,0.7898
2.602604,14,1,746818.69,3150574.17,21.093,0.2189,0.7191
2.602604,20,8,746845.22,3150499.21,11.8676,1.2059,-0.263
2.602604,35,1,746759.59,3150560.51,34.0937,1.0222,-0.9953
2.602604,29,3,746787.87,3150512.54,21.4555,0.4199,1.035
2.602604,36,4,746743.72,3150585.03,38.6802,0.9375,-1.0782
2.602604,18,1,746784.23,3150581.19,22.9342,0.5417,-0.5926
2.602604,5,1,746799.17,3150578.07,17.5799,-0.9421,-0.1401
2.602604,30,3,746777.87,3150556.44,19.1459,-0.2617,0.8519
2.602604,7,1,746768.7,3150536.51,20.928,0.3762,-0.2777
2.602604,41,3,746830.21,3150514.4,20.02,-2.0311,0.7953
2.602604,28,3,746830.09,3150500.52,27.3562,1.2987,-1.6451
2.602604,12,1,746785.35,3150562.55,21.7617,-0.7141,0.8111
2.602604,37,2,746841.28,3150527.63,24.1181,-0.2873,1.3832
2.602604,9,1,746805.22,3150575.25,14.3026,-0.6849,-0.1451
2.602604,8,1,746773.21,3150586.7,16.245,1.3529,-0.392
2.602604,48,1,746843.95,3150538.78,21.5002,2.5832,-0.4145
2.602604,31,3,746871.57,3150505.36,30.7174,-1.3427,-0.351
2.602604,33,1,746813.95,3150501.82,25.8558,0.3262,-0.3696
2.802804,38,3,746867.25,3150509.6,28.7696,-0.0323,-0.323
2.802804,32,2,746848.7,3150492.98,6.924,0.6972,-0.0186
2.802804,46,1,746839.8,3150532.89,21.0009,0.206,0.8734
2.802804,41,3,746829.35,3150513.75,18.5355,-2.0461,0.6878
2.802804,17,1,746834.41,3150522.03,23.242,-0.4006,1.4483
2.802804,8,1,746774.04,3150586.29,17.2422,1.3938,-0.3928
2.802804,30,3,746778.36,3150557.38,18.9242,-0.3318,0.8875
2.802804,9,1,746806.01,3150575.21,13.8335,-0.6329,-0.1029
2.802804,50,3,746852.98,3150488.94,15.0927,-1.5639,0.2546
2.802804,51,1,746852.52,3150498.37,4.2375,-0.0634,-0.1007
2.802804,15,1,746835.88,3150560.42,16.3215,-4.7101,0.4092
2.802804,19,8,746776.43,3150539.64,19.9454,-0.0051,0.9187
2.802804,3,1,746853.05,3150491.72,6.3322,0.0556,-0.0274
2.802804,22,1,746774.05,3150527.92,13.6734,-0.4626,-0.282
2.802804,31,3,746872.88,3150504.26,29.7974,-1.1889,-0.2535
2.802804,42,3,746810.61,3150497.85,0.0155,-0.0306,-0.0076
2.802804,1,1,746799.73,3150509.39,26.4291,0.2319,1.2321
2.802804,18,1,746785.43,3150580.75,23.2544,0.3556,-0.6441
2.802804,14,1,746819.75,3150573.68,21.2684,0.2356,0.7248
2.802804,47,1,746847.42,3150540.67,21.9576,1.4397,-0.1347
2.802804,43,1,746769.9,3150505.25,17.7085,0.6452,-0.405
2.802804,28,3,746828.57,3150500.73,28.3208,1.3542,-1.4509
2.802804,12,1,746786.14,3150563.45,21.2273,-0.7467,0.8906
2.802804,49,6,746761.51,3150599.21,23.921,-2.935,0.3762
2.802804,6,1,746826.98,3150568.22,20.4285,-0.4446,0.8277
2.802804,40,3,746828.67,3150515.55,16.3129,-1.7435,0.4974
2.802804,44,1,746847.09,3150568.7,14.8456,-0.0619,-0.4919
2.802804,23,3,746765.3,3150538.98,0.0137,0.0154,0.0834
2.802804,48,1,746844.23,3150537.54,23.3598,2.5059,-0.6203
2.802804,34,3,746801.9,3150511.42,24.0838,0.0504,1.1924
2.802804,33,1,746812.51,3150501.67,26.0754,0.2881,-0.3346
2.802804,37,2,746840.62,3150526.47,23.9233,-0.2663,1.3239
2.802804,27,3,746811.88,3150578.13,23.0217,-0.542,0.3833
2.802804,16,1,746766.69,3150532.36,0.0142,-0.0056,0.0501
2.802804,29,3,746786.93,3150513.29,21.7947,0.5004,1.0494
2.802804,35,1,746758.49,3150562.08,34.8234,0.9925,-1.0634
2.802804,39,3,746763.3,3150562.17,40.687,1.4263,-1.721
2.802804,21,3,746864.77,3150514.73,29.402,0.125,-0.4794
2.802804,7,1,746768.45,3150537.65,21.1775,0.3182,-0.139
2.802804,36,4,746742.19,3150586.55,39.3384,0.8562,-0.9283
2.802804,20,8,746844.63,3150499.54,12.7721,1.2839,-0.3304
2.802804,10,1,746813.43,3150573.59,14.8447,0.1067,0.6065
2.802804,11,1,746732.07,3150594.79,41.0865,-2.4601,1.2638
2.802804,45,3,746817.59,3150578.23,22.2224,0.1182,0.6873
2.802804,4,4,746779.65,3150529.35,19.818,0.4752,0.3811
2.802804,2,2,746824.82,3150573.4,21.1459,0.048,0.7843
2.802804,26,4,746828.22,3150506.08,13.2406,-0.0633,-0.3149
2.802804,5,1,746800.12,3150577.91,16.8539,-1.0559,-0.1137
2.802804,13,1,746846.81,3150556.12,14.347,-1.2303,-0.0514
3.003005,26,4,746827.48,3150506.15,13.2431,0.0794,-0.2876
3.003005,8,1,746774.94,3150585.86,18.246,1.3821,-0.4258
3.003005,13,1,746846.78,3150555.36,13.4411,-1.2539,-0.1339
3.003005,14,1,746820.82,3150573.15,21.4148,0.1428,0.6926
3.003005,4,4,746779.16,3150530.35,20.2127,0.6173,0.3856
3.003005,2,2,746825.81,3150572.78,21.1556,-0.0259,0.7793
3.003005,10,1,746814.26,3150573.51,14.9507,0.1977,0.6469
3.003005,41,3,746828.55,3150513.17,17.1053,-1.8938,0.5435
3.003005,12,1,746786.94,3150564.29,20.6968,-0.7059,0.9905
3.003005,48,1,746844.56,3150536.2,25.0095,1.9948,-0.8937
3.003005,6,1,746827.9,3150567.57,20.1066,-0.4198,0.883
3.003005,45,3,746818.76,3150577.87,22.3297,0.1842,0.8038
3.003005,33,1,746811.06,3150501.51,26.2892,0.3107,-0.3184
3.003005,42,3,746810.61,3150497.85,0.0155,-0.0254,-0.0731
3.003005,9,1,746806.76,3150575.17,13.4264,-0.5056,-0.0278
3.003005,34,3,746800.6,3150511.77,24.1131,0.0093,1.2369
3.003005,49,6,746762.48,3150598.44,22.7704,-3.5156,0.4265
3.003005,44,1,746846.98,3150567.89,14.8321,0.021,-0.4322
3.003005,39,3,746762.07,3150564.1,41.7201,1.4492,-1.7925
3.003005,50,3,746852.34,3150489.43,13.912,-1.6605,0.2558
3.003005,17,1,746833.57,3150521.06,22.8543,-0.6656,1.3793
3.003005,11,1,746730.57,3150596.39,39.4475,-2.0389,1.2183
3.003005,16,1,746766.69,3150532.36,0.0136,-0.0106,0.0295
3.003005,46,1,746839.37,3150531.8,21.1085,0.1128,0.9084
3.003005,7,1,746768.21,3150538.81,21.3844,0.2565,-0.0355
3.003005,20,8,746843.97,3150499.89,13.6641,1.1706,-0.3729
3.003005,1,1,746798.35,3150509.92,26.5936,0.2086,1.352
3.003005,51,1,746852.33,3150498.5,4.4829,0.4177,-0.0754
3.003005,31,3,746874.11,3150503.23,29.2312,-1.2858,-0.2104
3.003005,23,3,746765.3,3150538.98,0.0131,0.0049,0.0647
3.003005,22,1,746774.06,3150528.67,13.3615,-0.388,-0.2861
3.003005,35,1,746757.35,3150563.66,35.5456,1.0015,-1.1256
3.003005,29,3,746786.0,3150514.09,22.1541,0.5102,1.064
3.003005,3,1,746852.76,3150491.92,6.372,0.043,-0.0289
3.003005,21,3,746865.85,3150513.5,29.4595,0.0499,-0.6147
3.003005,40,3,746827.97,3150515.04,15.1266,-1.4956,0.434
3.003005,36,4,746740.6,3150588.08,39.8651,0.5511,-0.7213
3.003005,38,3,746868.47,3150508.58,28.6456,-0.306,-0.2417
3.003005,5,1,746801.02,3150577.77,16.0748,-1.0748,-0.0965
3.003005,19,8,746776.37,3150540.75,19.9289,-0.0485,0.925
3.003005,32,2,746848.37,3150493.21,7.4552,0.7687,-0.007
3.003005,18,1,746786.66,3150580.34,23.445,0.1777,-0.662
3.003005,37,2,746839.92,3150525.34,23.731,-0.2707,1.2501
3.003005,28,3,746826.97,3150500.88,29.2691,1.252,-1.0875
3.003005,15,1,746836.33,3150559.8,13.0683,-4.1508,0.3237
3.003005,27,3,746813.11,3150577.85,22.6786,-0.3954,0.4507
3.003005,47,1,746847.92,3150539.48,22.7869,0.8825,-0.1065
3.003005,30,3,746778.87,3150558.28,18.6911,-0.3026,0.889
3.003005,43,1,746770.24,3150506.2,18.0379,0.3016,-0.4233
3.203205,40,3,746827.33,3150514.6,14.1974,-1.0331,0.4016
3.203205,13,1,746846.76,3150554.65,12.5923,-1.0714,-0.2247
3.203205,26,4,746826.76,3150506.2,13.3758,0.2888,-0.2144
3.203205,8,1,746775.9,3150585.43,19.1929,1.2413,-0.4322
3.203205,21,3,746866.95,3150512.28,29.4914,0.0302,-0.7928
3.203205,11,1,746729.2,3150597.94,38.3203,-1.8199,1.194
3.203205,42,3,746810.61,3150497.85,0.0155,-0.0034,0.0056
3.203205,35,1,746756.14,3150565.25,36.2579,0.9691,-1.1774
3.203205,22,1,746774.06,3150529.39,13.1203,-0.2746,-0.2693
3.203205,9,1,746807.49,3150575.13,13.1182,-0.3309,0.0293
3.203205,6,1,746828.78,3150566.91,19.8538,-0.268,0.9701
3.203205,12,1,746787.74,3150565.09,20.2398,-0.538,1.0793
3.203205,34,3,746799.32,3150512.17,24.0944,-0.0746,1.2656
3.203205,38,3,746869.72,3150507.56,28.2954,-0.6589,-0.1995
3.203205,41,3,746827.81,3150512.67,15.8598,-1.5315,0.3962
3.203205,16,1,746766.69,3150532.36,0.0142,0.0154,0.0278
3.203205,20,8,746843.26,3150500.26,14.4098,0.8837,-0.4359
3.203205,1,1,746796.99,3150510.51,26.7293,0.1774,1.4542
3.203205,29,3,746785.08,3150514.93,22.4806,0.4087,1.1058
3.203205,7,1,746767.95,3150539.98,21.5507,0.2218,0.0071
3.203205,10,1,746815.08,3150573.4,15.1238,0.2809,0.7174
3.203205,47,1,746848.42,3150538.28,23.2684,0.4856,-0.08
3.203205,30,3,746779.41,3150559.16,18.5035,-0.2133,0.8762
3.203205,23,3,746765.3,3150538.98,0.0129,-0.0113,0.071
3.203205,39,3,746760.75,3150566.04,42.7837,1.495,-1.8531
3.203205,50,3,746851.78,3150489.88,12.7655,-1.4587,0.2111
3.203205,49,6,746763.25,3150597.8,21.1958,-3.9238,0.4396
3.203205,17,1,746832.7,3150520.13,22.2531,-1.0131,1.292
3.203205,51,1,746852.14,3150498.62,4.957,0.8466,-0.0976
3.203205,48,1,746844.94,3150534.79,26.2684,1.5289,-1.1604
3.203205,31,3,746875.29,3150502.25,28.5587,-1.2362,-0.1429
3.203205,36,4,746738.94,3150589.62,40.0988,0.0473,-0.4169
