Time,Track ID,Type,x [m],y [m],Speed [km/h],Tan. Acc. [ms-2],Lat. Acc. [ms-2]
3.203205,44,1,746846.89,3150567.07,14.8464,0.0135,-0.3624
3.203205,46,1,746838.91,3150530.71,21.1657,0.0673,0.8925
3.203205,28,3,746825.3,3150500.98,30.0979,1.0245,-0.6083
3.203205,18,1,746787.91,3150579.94,23.5249,0.0282,-0.6355
3.203205,33,1,746809.61,3150501.34,26.5424,0.4003,-0.356
3.203205,43,1,746770.57,3150507.13,18.1765,0.1236,-0.4255
3.203205,45,3,746819.93,3150577.47,22.5125,0.3269,0.9183
3.203205,4,4,746778.67,3150531.37,20.698,0.7318,0.3745
3.203205,14,1,746821.89,3150572.6,21.4479,-0.0779,0.6735
3.203205,5,1,746801.88,3150577.64,15.3041,-1.0413,-0.0829
3.203205,19,8,746776.34,3150541.86,19.8768,-0.0983,0.9116
3.203205,15,1,746836.64,3150559.35,10.5857,-2.703,0.2731
3.203205,3,1,746852.46,3150492.12,6.3842,-0.0188,-0.0058
3.203205,37,2,746839.18,3150524.25,23.5137,-0.3398,1.1858
3.203205,32,2,746848.01,3150493.45,8.0013,0.7487,-0.027
3.203205,2,2,746826.8,3150572.12,21.1258,-0.0538,0.809
3.203205,27,3,746814.3,3150577.56,22.499,-0.0803,0.5109
3.403405,5,1,746802.7,3150577.52,14.5486,-1.0891,-0.0763
3.403405,21,3,746868.08,3150511.09,29.7675,0.6737,-0.9667
3.403405,47,1,746848.92,3150537.08,23.5211,0.2382,-0.0938
3.403405,14,1,746822.95,3150572.02,21.3285,-0.2442,0.6518
3.403405,29,3,746784.18,3150515.82,22.7548,0.3648,1.1568
3.403405,18,1,746789.19,3150579.57,23.5805,0.0538,-0.5988
3.403405,36,4,746737.26,3150591.15,39.9325,-0.5285,-0.0604
3.403405,3,1,746852.16,3150492.32,6.3273,-0.1201,-0.0001
3.403405,20,8,746842.51,3150500.63,14.9479,0.622,-0.4872
3.403405,15,1,746836.88,3150559.0,9.0891,-1.559,0.2588
3.403405,48,1,746845.38,3150533.35,27.2545,1.2187,-1.3984
3.403405,51,1,746851.92,3150498.75,5.7165,1.3401,-0.0969
3.403405,17,1,746831.81,3150519.25,21.4034,-1.3768,1.1939
3.403405,39,3,746759.33,3150567.98,43.9838,1.8175,-1.9113
3.403405,40,3,746826.72,3150514.19,13.576,-0.6513,0.3598
3.403405,27,3,746815.49,3150577.25,22.572,0.2682,0.5956
3.403405,22,1,746774.04,3150530.11,12.904,-0.3144,-0.1956
3.403405,6,1,746829.62,3150566.22,19.8407,0.2051,1.0408
3.403405,9,1,746808.19,3150575.09,12.9196,-0.2037,0.0996
3.403405,28,3,746823.59,3150501.06,30.7539,0.7936,-0.0269
3.403405,41,3,746827.12,3150512.22,14.7894,-1.4123,0.255
3.403405,35,1,746754.86,3150566.84,37.3056,1.8837,-1.1962
3.403405,19,8,746776.36,3150542.96,19.7834,-0.1661,0.8695
3.403405,4,4,746778.19,3150532.42,21.2549,0.8279,0.3615
3.403405,12,1,746788.55,3150565.84,19.896,-0.4235,1.129
3.403405,23,3,746765.3,3150538.98,0.0137,-0.0107,0.076
3.403405,11,1,746727.88,3150599.5,37.3559,-0.9346,0.98
3.403405,45,3,746821.11,3150577.03,22.7723,0.3911,1.0161
3.403405,26,4,746826.03,3150506.25,13.6269,0.4459,-0.1352
3.403405,13,1,746846.75,3150553.98,11.8775,-0.9457,-0.3007
3.403405,46,1,746838.41,3150529.63,21.2541,0.1178,0.8292
3.403405,32,2,746847.63,3150493.71,8.5121,0.7043,-0.041
3.403405,10,1,746815.9,3150573.27,15.3726,0.4308,0.7664
3.403405,8,1,746776.9,3150584.98,20.082,1.2315,-0.4544
3.403405,42,3,746810.61,3150497.85,0.0162,-0.0042,0.0141
3.403405,38,3,746870.95,3150506.56,27.6242,-1.2367,-0.1566
3.403405,37,2,746838.41,3150523.19,23.2655,-0.3431,1.1286
3.403405,1,1,746795.65,3150511.16,26.8616,0.1907,1.5675
3.403405,30,3,746779.98,3150560.0,18.3927,-0.1111,0.8832
3.403405,33,1,746808.14,3150501.16,26.8738,0.5078,-0.4711
3.403405,50,3,746851.27,3150490.3,11.872,-1.0319,0.1223
3.403405,44,1,746846.81,3150566.24,14.8431,-0.0489,-0.3084
3.403405,16,1,746766.69,3150532.36,0.0134,0.0011,0.0119
3.403405,2,2,746827.76,3150571.44,21.0851,-0.0594,0.8591
3.403405,7,1,746767.7,3150541.16,21.6616,0.0926,0.0215
3.403405,34,3,746798.05,3150512.61,24.0364,-0.1072,1.3445
3.403405,43,1,746770.89,3150508.09,18.2498,0.1087,-0.4704
3.603606,19,8,746776.41,3150544.06,19.6386,-0.2095,0.8466
3.603606,43,1,746771.19,3150509.07,18.4106,0.311,-0.4928
3.603606,7,1,746767.45,3150542.35,21.6974,0.0241,-0.0251
3.603606,23,3,746765.3,3150538.98,0.0148,-0.0325,0.0894
3.603606,22,1,746774.02,3150530.82,12.7057,-0.2274,-0.1202
3.603606,12,1,746789.38,3150566.54,19.6452,-0.2949,1.1561
3.603606,9,1,746808.9,3150575.05,12.8319,-0.0408,0.1503
3.603606,20,8,746841.73,3150500.99,15.3144,0.4067,-0.5246
3.603606,6,1,746830.43,3150565.49,20.0571,0.3523,1.0299
3.603606,50,3,746850.8,3150490.7,11.233,-0.7378,0.0012
3.603606,42,3,746810.61,3150497.85,0.0171,-0.0058,0.0375
3.603606,46,1,746837.88,3150528.58,21.3117,0.0359,0.8108
3.603606,45,3,746822.29,3150576.54,23.0475,0.358,1.1138
3.603606,40,3,746826.11,3150513.8,13.2447,-0.2934,0.3539
3.603606,26,4,746825.27,3150506.28,14.0213,0.6254,-0.0656
3.603606,47,1,746849.43,3150535.88,23.6616,0.1669,-0.1099
3.603606,17,1,746830.93,3150518.46,20.2669,-1.7353,1.0941
3.603606,10,1,746816.74,3150573.1,15.7202,0.5243,0.8041
3.603606,41,3,746826.46,3150511.8,13.8638,-1.163,0.1501
3.603606,4,4,746777.71,3150533.51,21.9149,0.9922,0.3512
3.603606,21,3,746869.24,3150509.92,30.3176,0.7392,-1.0016
3.603606,8,1,746777.96,3150584.55,20.9436,1.162,-0.4507
3.603606,29,3,746783.31,3150516.75,22.997,0.312,1.1489
3.603606,28,3,746821.86,3150501.14,31.2535,0.5903,0.4653
3.603606,33,1,746806.66,3150500.95,27.2693,0.5768,-0.5619
3.603606,15,1,746837.11,3150558.63,8.2225,-0.2246,0.2585
3.603606,3,1,746851.87,3150492.52,6.214,-0.1886,0.0075
3.603606,38,3,746872.16,3150505.59,26.5853,-1.5469,-0.1241
3.603606,36,4,746735.61,3150592.66,39.3599,-0.9924,0.2132
3.603606,16,1,746766.69,3150532.36,0.0128,0.0118,-0.0413
3.603606,5,1,746803.48,3150577.41,13.7651,-1.0645,-0.0649
3.603606,13,1,746846.76,3150553.33,11.2183,-0.8788,-0.3215
3.603606,2,2,746828.7,3150570.74,21.0251,-0.1134,0.9057
3.603606,48,1,746845.88,3150531.91,28.0305,0.9574,-1.5294
3.603606,35,1,746753.52,3150568.43,38.7493,1.9836,-1.1134
3.603606,14,1,746823.98,3150571.42,21.0739,-0.4377,0.6225
3.603606,39,3,746757.81,3150569.93,45.3441,1.896,-1.9527
3.603606,30,3,746780.57,3150560.83,18.3407,-0.0307,0.8716
3.603606,51,1,746851.64,3150498.91,6.8148,1.6631,-0.082
3.603606,1,1,746794.32,3150511.86,26.9801,0.1366,1.6599
3.603606,18,1,746790.46,3150579.22,23.5763,-0.0889,-0.5431
3.603606,34,3,746796.8,3150513.1,23.9404,-0.161,1.354
3.603606,44,1,746846.74,3150565.41,14.7738,-0.1491,-0.2945
3.603606,27,3,746816.69,3150576.91,22.8808,0.5478,0.6733
3.603606,32,2,746847.23,3150493.98,9.0275,0.7062,-0.0606
3.603606,37,2,746837.62,3150522.18,22.9991,-0.3978,1.0855
3.803806,47,1,746849.95,3150534.67,23.8111,0.28,-0.1374
3.803806,52,3,746852.18,3150574.66,25.7955,-0.0745,-0.2256
3.803806,30,3,746781.2,3150561.64,18.3249,-0.0053,0.8742
3.803806,34,3,746795.59,3150513.64,23.7925,-0.2249,1.4045
3.803806,19,8,746776.49,3150545.15,19.4732,-0.2269,0.8221
3.803806,36,4,746734.02,3150594.14,38.5685,-1.1313,0.3659
3.803806,32,2,746846.8,3150494.27,9.5451,0.7177,-0.1153
3.803806,6,1,746831.23,3150564.73,20.2523,0.1438,1.005
3.803806,16,1,746766.69,3150532.36,0.0122,-0.0114,-0.01
3.803806,35,1,746752.1,3150570.02,39.9464,1.1756,-0.9517
3.803806,3,1,746851.59,3150492.72,6.0862,-0.1803,0.0106
3.803806,42,3,746810.61,3150497.85,0.0154,0.007,0.0763
3.803806,4,4,746777.22,3150534.65,22.6411,1.0284,0.3063
3.803806,10,1,746817.6,3150572.89,16.1061,0.5197,0.8406
3.803806,29,3,746782.47,3150517.71,23.1992,0.2351,1.0795
3.803806,1,1,746793.03,3150512.63,27.0683,0.0919,1.7627
3.803806,20,8,746840.95,3150501.32,15.5485,0.2612,-0.5478
3.803806,17,1,746830.09,3150517.75,18.9777,-1.8056,0.9917
3.803806,18,1,746791.71,3150578.9,23.4539,-0.2624,-0.5176
3.803806,9,1,746809.61,3150575.01,12.8304,0.0239,0.178
3.803806,50,3,746850.34,3150491.08,10.7941,-0.4674,-0.0695
3.803806,51,1,746851.27,3150499.12,8.0512,1.7119,-0.0668
3.803806,8,1,746779.05,3150584.11,21.7256,1.0018,-0.4235
3.803806,22,1,746774.0,3150531.53,12.6031,-0.0466,-0.0438
3.803806,40,3,746825.48,3150513.42,13.145,-0.0215,0.3147
3.803806,48,1,746846.47,3150530.44,28.6484,0.762,-1.5682
3.803806,12,1,746790.25,3150567.2,19.4551,-0.2335,1.0998
3.803806,38,3,746873.29,3150504.68,25.5139,-1.3295,-0.0807
3.803806,46,1,746837.33,3150527.53,21.2967,-0.073,0.779
3.803806,26,4,746824.48,3150506.32,14.5253,0.7349,-0.0128
3.803806,21,3,746870.44,3150508.79,30.6838,0.1617,-0.8977
3.803806,2,2,746829.6,3150570.01,20.9201,-0.1711,0.9139
3.803806,27,3,746817.92,3150576.54,23.3084,0.6128,0.7599
3.803806,14,1,746824.97,3150570.82,20.7208,-0.5146,0.6001
3.803806,45,3,746823.47,3150576.0,23.2757,0.2629,1.1895
3.803806,23,3,746765.3,3150538.98,0.014,-0.0144,-0.0206
3.803806,5,1,746804.23,3150577.3,13.0219,-0.9464,-0.0412
3.803806,43,1,746771.48,3150510.06,18.6266,0.2755,-0.5047
3.803806,37,2,746836.81,3150521.21,22.6983,-0.4377,1.0405
3.803806,13,1,746846.78,3150552.72,10.6327,-0.7391,-0.2896
3.803806,33,1,746805.15,3150500.72,27.7009,0.5988,-0.7363
3.803806,28,3,746820.11,3150501.25,31.646,0.5007,0.8837
3.803806,41,3,746825.81,3150511.39,13.1418,-0.8452,0.1026
3.803806,44,1,746846.68,3150564.59,14.6884,-0.1184,-0.2862
3.803806,7,1,746767.2,3150543.53,21.7134,0.0512,-0.0872
3.803806,39,3,746756.19,3150571.88,46.6567,1.6998,-1.9248
4.004006,12,1,746791.13,3150567.82,19.2922,-0.2259,0.9892
4.004006,20,8,746840.14,3150501.64,15.6932,0.1572,-0.5485
4.004006,29,3,746781.66,3150518.72,23.3446,0.1559,0.9937
4.004006,39,3,746754.43,3150573.87,47.7174,1.2092,-1.8645
4.004006,19,8,746776.59,3150546.22,19.3226,-0.1945,0.8237
4.004006,44,1,746846.64,3150563.78,14.578,-0.189,-0.2568
4.004006,17,1,746829.3,3150517.14,17.7169,-1.6416,0.8566
4.004006,2,2,746830.48,3150569.25,20.7505,-0.2871,0.8944
4.004006,46,1,746836.75,3150526.5,21.1781,-0.248,0.7669
4.004006,18,1,746792.98,3150578.6,23.1852,-0.4848,-0.4817
4.004006,51,1,746850.83,3150499.37,9.2202,1.4858,-0.012
4.004006,22,1,746773.97,3150532.22,12.6653,0.2307,0.0436
4.004006,40,3,746824.84,3150513.04,13.1911,0.132,0.2497
4.004006,33,1,746803.61,3150500.46,28.1344,0.6057,-0.8904
4.004006,14,1,746825.93,3150570.21,20.3201,-0.5748,0.571
4.004006,1,1,746791.77,3150513.46,27.1143,0.0386,1.8203
4.004006,6,1,746832.03,3150563.9,20.1805,-0.406,0.9123
4.004006,9,1,746810.33,3150574.95,12.8665,0.0612,0.1855
4.004006,23,3,746765.3,3150538.98,0.0151,0.0108,-0.0683
4.004006,50,3,746849.87,3150491.47,10.5388,-0.2445,-0.1223
4.004006,36,4,746732.5,3150595.59,37.7882,-0.9796,0.4065
4.004006,13,1,746846.82,3150552.15,10.1707,-0.5385,-0.2074
4.004006,7,1,746766.95,3150544.71,21.7752,0.1618,-0.1796
4.004006,48,1,746847.13,3150528.96,29.1536,0.6431,-1.5637
4.004006,16,1,746766.69,3150532.36,0.0119,0.0135,0.0053
4.004006,28,3,746818.36,3150501.4,31.9911,0.4908,1.2131
4.004006,26,4,746823.65,3150506.36,15.0816,0.7715,0.0544
4.004006,43,1,746771.75,3150511.06,18.7954,0.1869,-0.4752
4.004006,45,3,746824.64,3150575.42,23.4238,0.1677,1.2945
4.004006,37,2,746835.97,3150520.27,22.3525,-0.5066,1.0181
4.004006,41,3,746825.21,3150511.01,12.669,-0.4572,0.0507
4.004006,4,4,746776.73,3150535.83,23.3802,1.0164,0.2486
4.004006,30,3,746781.85,3150562.42,18.333,0.0201,0.8567
4.004006,54,3,746775.45,3150589.22,14.3401,0.0213,0.0508
4.004006,10,1,746818.48,3150572.64,16.4416,0.3991,0.8441
4.004006,21,3,746871.75,3150507.61,30.409,-1.0344,-0.7016
4.004006,32,2,746846.34,3150494.57,10.051,0.6844,-0.1474
4.004006,35,1,746750.53,3150571.72,40.2453,-0.4996,-0.7504
4.004006,53,1,746842.28,3150541.8,17.9964,0.0108,0.0271
4.004006,47,1,746850.48,3150533.45,24.0478,0.3144,-0.2072
4.004006,8,1,746780.21,3150583.67,22.3744,0.7859,-0.4007
4.004006,3,1,746851.31,3150492.9,5.9817,-0.1224,0.0127
4.004006,42,3,746810.61,3150497.85,0.0159,0.0095,0.0906
4.004006,52,3,746851.69,3150573.3,25.5156,-0.4879,-0.3255
4.004006,34,3,746794.41,3150514.23,23.5893,-0.3283,1.3882
4.004006,5,1,746804.92,3150577.21,12.3976,-0.7513,-0.0241
4.004006,38,3,746874.35,3150503.84,24.7945,-1.319,-0.0623
4.004006,27,3,746819.17,3150576.13,23.7281,0.5022,0.8626
4.204206,40,3,746824.21,3150512.68,13.2908,0.0939,0.1946
4.204206,53,1,746842.13,3150540.82,18.0762,0.1395,0.0243
4.204206,21,3,746873.1,3150506.43,28.8643,-4.4757,-0.3789
4.204206,32,2,746845.86,3150494.88,10.5213,0.6377,-0.197
4.204206,35,1,746748.89,3150573.47,38.7268,-5.5079,-0.5822
4.204206,41,3,746824.65,3150510.66,12.4803,-0.1199,0.0969
4.204206,51,1,746850.34,3150499.64,10.1191,1.0112,0.0366
4.204206,28,3,746816.58,3150501.6,32.3553,0.5592,1.4205
4.204206,37,2,746835.11,3150519.37,21.9459,-0.6182,1.0179
4.204206,50,3,746849.42,3150491.83,10.4559,-0.0029,-0.1365
4.204206,46,1,746836.14,3150525.48,20.9388,-0.3721,0.7954
4.204206,52,3,746851.21,3150571.94,25.0846,-0.7186,-0.3964
4.204206,45,3,746825.78,3150574.78,23.5166,0.0837,1.3518
4.204206,12,1,746792.03,3150568.4,19.1205,-0.2382,0.8407
4.204206,10,1,746819.37,3150572.35,16.6463,0.2048,0.853
4.204206,14,1,746826.87,3150569.59,19.9189,-0.5194,0.542
4.204206,36,4,746731.02,3150597.02,37.2454,-0.5542,0.3516
4.204206,9,1,746811.04,3150574.88,12.8934,-0.0097,0.2032
4.204206,42,3,746810.61,3150497.85,0.0166,-0.0192,0.0631
4.204206,39,3,746752.56,3150575.86,48.3155,0.4453,-1.8022
4.204206,29,3,746780.87,3150519.77,23.4165,0.06,0.8328
4.204206,33,1,746802.06,3150500.16,28.5495,0.6165,-1.0801
4.204206,18,1,746794.25,3150578.31,22.7529,-0.6771,-0.4278
4.204206,19,8,746776.74,3150547.27,19.2249,-0.1041,0.8547
4.204206,20,8,746839.31,3150501.95,15.7943,0.1488,-0.5275
4.204206,2,2,746831.34,3150568.47,20.4993,-0.3918,0.8528
4.204206,23,3,746765.3,3150538.98,0.0161,0.0463,-0.0933
4.204206,6,1,746832.81,3150563.03,19.6038,-1.1899,0.7914
4.204206,7,1,746766.7,3150545.88,21.9426,0.3103,-0.3114
4.204206,4,4,746776.23,3150537.06,24.0722,0.9176,0.1626
4.204206,17,1,746828.54,3150516.59,16.656,-1.3143,0.7349
4.204206,3,1,746851.05,3150493.09,5.9369,-0.003,0.0208
4.204206,13,1,746846.86,3150551.62,9.864,-0.3428,-0.0259
4.204206,44,1,746846.61,3150562.98,14.3724,-0.3837,-0.2157
4.204206,48,1,746847.86,3150527.48,29.5379,0.3973,-1.5183
4.204206,26,4,746822.8,3150506.41,15.6355,0.7531,0.115
4.204206,27,3,746820.44,3150575.68,24.0197,0.2965,1.0038
4.204206,30,3,746782.52,3150563.19,18.3465,0.0188,0.8575
4.204206,43,1,746772.0,3150512.08,18.88,0.0449,-0.4392
4.204206,47,1,746851.02,3150532.21,24.2607,0.2797,-0.2704
4.204206,22,1,746773.94,3150532.91,12.9511,0.5378,0.1392
4.204206,54,3,746776.17,3150588.91,14.6118,0.4806,0.0636
4.204206,38,3,746875.36,3150503.03,24.0651,-1.1162,-0.0426
4.204206,8,1,746781.41,3150583.23,22.8442,0.5557,-0.3582
4.204206,1,1,746790.55,3150514.35,27.1086,-0.047,1.8582
4.204206,5,1,746805.56,3150577.12,11.9703,-0.4648,0.0259
4.204206,16,1,746766.69,3150532.36,0.0111,0.0285,0.0228
4.204206,34,3,746793.26,3150514.87,23.325,-0.4032,1.369
4.404407,7,1,746766.43,3150547.07,22.2195,0.4593,-0.4766
4.404407,45,3,746826.9,3150574.11,23.548,-0.0047,1.3808
4.404407,55,3,746803.01,3150580.9,32.7208,-0.057,0.2589
4.404407,30,3,746783.22,3150563.93,18.3771,0.069,0.8413
4.404407,47,1,746851.57,3150530.98,24.4418,0.2238,-0.3835
4.404407,34,3,746792.16,3150515.54,23.0047,-0.497,1.3685
4.404407,42,3,746810.61,3150497.85,0.0164,-0.0229,0.0391
4.404407,14,1,746827.77,3150568.97,19.56,-0.4932,0.5282
4.404407,6,1,746833.54,3150562.17,18.4826,-1.9615,0.6823
4.404407,17,1,746827.81,3150516.1,15.7858,-1.0928,0.6069
4.404407,22,1,746773.92,3150533.61,13.4375,0.8502,0.2458
4.404407,48,1,746848.65,3150526.02,29.7615,0.2685,-1.5058
4.404407,20,8,746838.47,3150502.24,15.8994,0.1013,-0.4537
4.404407,9,1,746811.75,3150574.81,12.8475,-0.0795,0.209
4.404407,18,1,746795.5,3150578.05,22.1978,-0.9111,-0.3919
4.404407,13,1,746846.91,3150551.1,9.6646,-0.177,0.1509
4.404407,41,3,746824.1,3150510.31,12.4999,0.2407,0.1302
4.404407,40,3,746823.57,3150512.33,13.3539,0.1329,0.1342
4.404407,44,1,746846.58,3150562.18,14.0005,-0.6647,-0.1666
4.404407,32,2,746845.35,3150495.2,10.9606,0.5846,-0.2364
4.404407,54,3,746776.89,3150588.59,15.0876,0.7908,0.0737
4.404407,4,4,746775.72,3150538.32,24.7443,0.9178,0.1031
4.404407,51,1,746849.82,3150499.94,10.7263,0.7187,0.062
4.404407,10,1,746820.25,3150572.03,16.7351,0.0343,0.8365
4.404407,28,3,746814.79,3150501.86,32.7926,0.6149,1.5715
4.404407,35,1,746747.3,3150575.12,36.1124,-7.587,-0.4184
4.404407,21,3,746874.38,3150505.33,26.0143,-6.0064,-0.1359
4.404407,33,1,746800.5,3150499.81,29.0493,0.7294,-1.2077
4.404407,3,1,746850.78,3150493.27,5.9648,0.0885,0.0134
4.404407,36,4,746729.56,3150598.45,36.9496,-0.2283,0.2745
4.404407,19,8,746776.91,3150548.32,19.1723,-0.0473,0.8794
4.404407,12,1,746792.94,3150568.94,18.9341,-0.2603,0.6893
4.404407,50,3,746848.98,3150492.17,10.4978,0.0759,-0.1203
4.404407,39,3,746750.63,3150577.81,48.3245,-0.3861,-1.6462
4.404407,53,1,746841.98,3150539.83,18.2127,0.2521,0.0498
4.404407,46,1,746835.51,3150524.49,20.6237,-0.53,0.7827
4.404407,29,3,746780.11,3150520.84,23.4082,-0.0711,0.6735
4.404407,52,3,746850.75,3150570.61,24.4306,-1.0877,-0.4332
4.404407,16,1,746766.69,3150532.36,0.0107,0.0309,-0.0106
4.404407,8,1,746782.64,3150582.8,23.1799,0.3434,-0.3001
4.404407,23,3,746765.3,3150538.98,0.0161,0.014,-0.0985
4.404407,1,1,746789.37,3150515.3,27.0434,-0.1301,1.8895
4.404407,27,3,746821.7,3150575.19,24.1972,0.1889,1.1193
4.404407,5,1,746806.19,3150577.04,11.7429,-0.1516,0.0494
4.404407,43,1,746772.23,3150513.12,18.8423,-0.1551,-0.3968
4.404407,2,2,746832.16,3150567.68,20.1605,-0.5522,0.7892
4.404407,26,4,746821.92,3150506.46,16.1769,0.7809,0.1474
4.404407,37,2,746834.25,3150518.52,21.474,-0.7214,1.0134
4.604607,10,1,746821.12,3150571.67,16.7101,-0.0914,0.8082
4.604607,44,1,746846.57,3150561.39,13.3997,-1.0054,-0.1186
4.604607,17,1,746827.09,3150515.65,15.0678,-0.8845,0.5062
4.604607,32,2,746844.82,3150495.52,11.3699,0.5585,-0.2443
4.604607,6,1,746834.19,3150561.39,16.8555,-2.5117,0.5971
4.604607,55,3,746804.81,3150580.57,32.6292,-0.1875,0.3676
4.604607,54,3,746777.64,3150588.26,15.8041,1.2047,0.0567
4.604607,16,1,746766.69,3150532.36,0.0116,0.0419,-0.0961
4.604607,52,3,746850.35,3150569.34,23.55,-1.3347,-0.3618
4.604607,53,1,746841.82,3150538.83,18.4477,0.3885,0.1096
4.604607,18,1,746796.7,3150577.82,21.4709,-1.1169,-0.3463
4.604607,13,1,746846.95,3150550.57,9.6172,0.0432,0.2822
4.604607,45,3,746827.99,3150573.38,23.5109,-0.1023,1.3551
4.604607,51,1,746849.28,3150500.24,11.1932,0.6153,0.0356
4.604607,9,1,746812.47,3150574.73,12.7928,-0.0491,0.2538
4.604607,4,4,746775.21,3150539.62,25.3985,0.8709,0.0124
4.604607,43,1,746772.45,3150514.16,18.6873,-0.3212,-0.3122
4.604607,28,3,746812.98,3150502.19,33.2401,0.614,1.6912
4.604607,23,3,746765.3,3150538.98,0.0162,0.0226,-0.1462
4.604607,19,8,746777.12,3150549.37,19.1608,0.0135,0.9464
4.604607,36,4,746728.11,3150599.89,36.8029,0.0728,0.2204
4.604607,33,1,746798.93,3150499.4,29.5737,0.6741,-1.1797
4.604607,41,3,746823.51,3150509.95,12.8147,0.6135,0.114
4.604607,29,3,746779.37,3150521.91,23.3209,-0.1534,0.5797
4.604607,3,1,746850.51,3150493.46,6.0516,0.148,0.0011
4.604607,37,2,746833.37,3150517.72,20.9334,-0.7851,0.9819
4.604607,8,1,746783.87,3150582.37,23.3413,0.119,-0.2788
4.604607,50,3,746848.53,3150492.52,10.6541,0.3467,-0.123
4.604607,20,8,746837.63,3150502.51,15.9478,0.0376,-0.4074
4.604607,39,3,746748.67,3150579.7,47.8965,-0.7135,-1.3568
4.604607,30,3,746783.95,3150564.64,18.4247,0.0761,0.8043
4.604607,35,1,746745.91,3150576.55,34.3117,-10.2921,-0.3316
4.604607,42,3,746810.61,3150497.85,0.0156,-0.0265,0.0238
4.604607,12,1,746793.85,3150569.46,18.7513,-0.2376,0.5892
4.604607,21,3,746875.49,3150504.39,24.3989,-7.8259,0.0324
4.604607,40,3,746822.92,3150511.97,13.4948,0.256,0.054
4.604607,47,1,746852.14,3150529.74,24.5831,0.1643,-0.5183
4.604607,14,1,746828.64,3150568.33,19.1892,-0.5238,0.511
4.604607,46,1,746834.88,3150523.55,20.1867,-0.6858,0.8077
4.604607,48,1,746849.49,3150524.58,29.9575,0.3244,-1.5093
4.604607,2,2,746832.93,3150566.88,19.7278,-0.6539,0.7185
4.604607,34,3,746791.1,3150516.25,22.6161,-0.585,1.3198
4.604607,22,1,746773.9,3150534.36,14.1545,1.1095,0.3538
4.604607,7,1,746766.14,3150548.28,22.5966,0.5698,-0.6013
4.604607,27,3,746822.94,3150574.66,24.2858,0.0477,1.2318
4.604607,1,1,746788.25,3150516.31,26.9171,-0.1883,1.8838
4.604607,5,1,746806.83,3150576.95,11.7179,0.074,0.085
4.604607,26,4,746821.01,3150506.52,16.7376,0.7807,0.1617
4.804807,55,3,746806.59,3150580.22,32.4853,-0.2844,0.457
4.804807,54,3,746778.46,3150587.89,16.8055,1.5425,0.0163
4.804807,17,1,746826.38,3150515.22,14.5128,-0.6659,0.436
4.804807,16,1,746766.69,3150532.36,0.0123,0.062,-0.0859
4.804807,32,2,746844.26,3150495.85,11.761,0.531,-0.2523
4.804807,26,4,746820.07,3150506.59,17.2886,0.746,0.1945
4.804807,6,1,746834.72,3150560.7,14.9619,-2.7082,0.5474
4.804807,37,2,746832.5,3150516.98,20.3679,-0.7661,0.9237
4.804807,5,1,746807.48,3150576.85,11.7988,0.1458,0.0892
4.804807,39,3,746746.74,3150581.47,47.5013,-0.9868,-1.2029
4.804807,41,3,746822.87,3150509.57,13.349,0.8407,0.0981
4.804807,20,8,746836.78,3150502.76,15.9463,-0.0225,-0.4135
4.804807,50,3,746848.05,3150492.88,10.975,0.5388,-0.1735
4.804807,19,8,746777.36,3150550.41,19.1912,0.0735,0.9416
4.804807,8,1,746785.09,3150581.96,23.3621,-0.0419,-0.2535
4.804807,45,3,746829.05,3150572.6,23.4001,-0.1965,1.3034
4.804807,44,1,746846.56,3150560.64,12.5124,-1.4267,-0.0538
4.804807,10,1,746821.96,3150571.3,16.5873,-0.2256,0.7606
4.804807,33,1,746797.35,3150498.94,29.9739,0.4028,-1.1199
4.804807,34,3,746790.1,3150516.99,22.1907,-0.6051,1.2557
4.804807,30,3,746784.7,3150565.34,18.4602,0.0255,0.7685
4.804807,14,1,746829.49,3150567.7,18.801,-0.5483,0.5184
4.804807,2,2,746833.67,3150566.08,19.2598,-0.651,0.6525
4.804807,29,3,746778.65,3150522.99,23.1989,-0.1724,0.5138
4.804807,51,1,746848.74,3150500.56,11.654,0.6958,-0.0524
4.804807,52,3,746849.98,3150568.12,22.5215,-1.4869,-0.1546
4.804807,4,4,746774.68,3150540.94,25.989,0.7491,-0.0764
4.804807,53,1,746841.66,3150537.82,18.7609,0.4619,0.2033
4.804807,23,3,746765.3,3150538.98,0.0166,-0.0042,-0.0662
4.804807,46,1,746834.24,3150522.65,19.6355,-0.8302,0.7789
4.804807,3,1,746850.23,3150493.65,6.1613,0.1503,0.0068
4.804807,48,1,746850.37,3150523.19,30.2636,0.5613,-1.5356
4.804807,47,1,746852.74,3150528.5,24.6716,0.0763,-0.6634
4.804807,12,1,746794.76,3150569.95,18.5621,-0.2586,0.5377
4.804807,18,1,746797.84,3150577.61,20.6235,-1.2218,-0.3131
4.804807,7,1,746765.81,3150549.51,23.0391,0.6508,-0.7547
4.804807,43,1,746772.65,3150515.18,18.3973,-0.4785,-0.2742
4.804807,1,1,746787.19,3150517.36,26.77,-0.2031,1.8271
4.804807,22,1,746773.91,3150535.18,15.0168,1.2477,0.4258
4.804807,28,3,746811.17,3150502.6,33.6653,0.5615,1.7866
4.804807,21,3,746876.14,3150503.82,21.8071,-9.7824,0.2271
4.804807,9,1,746813.17,3150574.64,12.7788,0.0319,0.3016
4.804807,35,1,746745.04,3150577.44,31.1508,-13.2879,-0.2454
